Quarter,Channel,Customer ID,Country,Product Line,Revenue,Product Cost,Customer Service Cost,Profit
2,EML,EBP,Guatemala,Credit Products,7,5,1,-0
4,BRH,FRT,Netherlands,Credit Products,6,7,1,-3
3,EML,WEB,New Zealand,Deposit Products,22,17,3,2
3,ATM,MRT,Japan,Deposit Products,65,63,8,-5
1,EML,WEB,Belgium,Third Party Products,11,13,2,-4
3,EML,MFN,New Zealand,Fee Based Products,12,8,1,2
4,BRH,PBI,Mexico,Fee Based Products,19,25,5,-11
3,BRH,FRT,Great Britain,Revolving Credit Products,112,40,9,63
4,BRH,FRT,Nigeria,Credit Products,17,10,1,5
2,EML,EBP,Venezuela,Deposit Products,24,29,5,-10
3,INT,WEB,Netherlands,Credit Products,12,15,4,-7
4,CCT,INB,USA,Other Products,15,11,1,3
1,ATM,WEB,Canada,Third Party Products,75,41,4,29
4,CCT,MRT,Hong Kong,Fee Based Products,27,10,2,15
2,CCT,WEB,Indonesia,Revolving Credit Products,16,18,2,-4
3,EML,FRT,Spain,Other Products,13,9,2,3
1,CCT,WEB,New Zealand,Credit Products,17,18,3,-4
3,EML,WEB,New Zealand,Credit Products,16,8,1,7
4,ATM,EBP,Columbia,Deposit Products,207,106,20,81
2,BRH,EBP,Panama,Credit Products,27,23,5,-1
2,INT,FRT,Hong Kong,Revolving Credit Products,23,9,1,12
4,CCT,WEB,Brazil,Fee Based Products,4,3,1,1
2,MOP,EBP,Canada,Credit Products,27,11,1,15
1,BRH,MRT,Denmark,Deposit Products,21,13,3,6
2,MAL,EBP,Venezuela,Revolving Credit Products,77,91,22,-35
3,EML,WEM,Nigeria,Credit Products,13,12,2,-1
1,CCT,WEB,Spain,Deposit Products,28,14,2,13
3,ATM,WEM,Venezuela,Other Products,75,50,10,15
1,BRH,WEM,Sweden,Credit Products,18,9,1,8
1,BRH,MRT,Brazil,Credit Products,60,41,8,11
2,BRH,RPB,Finland,Fee Based Products,28,38,5,-14
2,ATM,MRT,Japan,Fee Based Products,57,44,6,7
2,INT,WEB,Korea,Revolving Credit Products,8,3,0,5
2,INT,MFN,Japan,Credit Products,29,27,3,-1
1,EML,MAM,Canada,Fee Based Products,29,16,3,10
3,INT,EBP,Australia,Credit Products,12,10,1,0
3,INT,WEB,Great Britain,Fee Based Products,11,10,2,-1
2,BRH,FRT,Denmark,Fee Based Products,9,7,2,-0
3,CCT,WEB,Chile,Revolving Credit Products,42,49,7,-14
1,BRH,PBI,Japan,Other Products,4,2,0,1
3,INT,CAM,USA,Third Party Products,15,14,3,-2
4,INT,EBP,Ecuador,Deposit Products,10,4,1,5
3,BRH,WEB,Germany,Credit Products,70,27,6,38
1,CCT,EBP,Great Britain,Other Products,4,4,0,-0
4,CCT,MAM,South Africa,Credit Products,13,7,1,5
3,BRH,WEM,Taiwan,Credit Products,15,8,2,6
3,ATM,AGR,Mexico,Third Party Products,62,71,15,-25
3,DSA,WEB,Australia,Other Products,12,10,2,1
3,BRH,FRT,Brazil,Other Products,13,12,2,-1
2,BRH,WEB,Canada,Fee Based Products,8,8,1,-2
2,INT,FRT,Germany,Other Products,4,3,0,2
3,EML,MFN,Guam,Fee Based Products,12,10,2,-1
1,INT,MRT,Mexico,Other Products,5,4,0,0
2,TEL,CRE,USA,Deposit Products,87,48,10,30
1,BRH,RPB,Switzerland,Third Party Products,5,2,0,2
3,BRH,RPB,Mexico,Other Products,12,11,1,-0
2,ATM,MAM,Belgium,Deposit Products,70,52,7,11
4,EML,PBI,Mexico,Revolving Credit Products,9,9,1,-2
2,MAL,MAM,Norway,Revolving Credit Products,62,62,14,-14
2,BRH,RPB,Columbia,Other Products,21,21,4,-3
3,CCT,STF,USA,Deposit Products,112,42,10,60
1,ATM,FRT,New Zealand,Third Party Products,58,45,7,6
4,DSA,WEB,Japan,Revolving Credit Products,16,15,2,-2
3,MAL,EBP,Ireland,Fee Based Products,77,85,15,-23
3,BRH,MAM,Great Britain,Other Products,13,6,1,6
3,BRH,MAM,Netherlands,Credit Products,12,10,3,-1
4,EML,PBI,Great Britain,Deposit Products,65,33,5,26
1,CCT,WEB,Finland,Credit Products,40,25,3,12
4,BRH,MAM,France,Deposit Products,5,6,1,-1
2,INT,WEB,Mexico,Third Party Products,19,23,3,-8
3,CCT,FRT,Mexico,Fee Based Products,13,16,2,-6
1,BRH,PBI,Denmark,Other Products,37,48,11,-22
3,CCT,WEB,Thailand,Revolving Credit Products,13,14,2,-2
4,BRH,PBI,Guatemala,Credit Products,10,8,1,0
2,BRH,PBI,France,Revolving Credit Products,6,7,1,-2
4,ATM,AGR,Mexico,Third Party Products,137,118,23,-4
2,TEL,WEB,Netherlands,Deposit Products,6,7,1,-1
1,MAL,EBP,Costa Rica,Other Products,57,41,8,9
3,ATM,RPB,New Zealand,Other Products,62,48,9,5
2,INT,EBP,Great Britain,Credit Products,49,32,4,13
2,ATM,WEM,Brazil,Deposit Products,157,117,13,27
3,ATM,WEB,Peru,Credit Products,72,68,13,-9
1,ATM,STF,USA,Fee Based Products,67,37,6,24
4,CCT,MFN,Taiwan,Revolving Credit Products,22,18,2,2
3,BRH,FRT,Thailand,Deposit Products,14,5,1,8
3,EML,STF,USA,Other Products,15,7,1,8
2,EVE,WEB,Japan,Deposit Products,23,10,1,12
4,MOP,WEB,Finland,Revolving Credit Products,7,4,1,2
4,BRH,EBP,Japan,Deposit Products,13,10,2,2
2,CCT,EBP,Great Britain,Deposit Products,36,26,6,4
4,INT,FRT,Costa Rica,Other Products,16,12,2,1
4,BRH,MRT,Taiwan,Other Products,41,15,2,23
3,EML,EBP,Puerto Rico,Credit Products,12,7,2,4
3,CCT,WEB,Canada,Third Party Products,12,12,3,-3
3,BRH,WEB,Norway,Revolving Credit Products,32,34,6,-8
3,EML,RPB,France,Third Party Products,12,15,3,-6
3,CCT,PBI,Singapore,Revolving Credit Products,16,18,2,-4
2,INT,WEM,Mexico,Deposit Products,14,10,1,3
2,INT,RPB,Columbia,Revolving Credit Products,34,22,4,8
1,BRH,EBP,Denmark,Deposit Products,43,24,5,14
4,MAL,MAM,Switzerland,Deposit Products,58,70,9,-21
4,DSA,WEB,New Zealand,Revolving Credit Products,15,14,2,-1
1,INT,FRT,Costa Rica,Other Products,47,35,4,8
2,MAL,MFN,France,Credit Products,72,70,11,-9
4,BRH,WEM,Spain,Credit Products,11,9,1,1
3,CCT,MFN,France,Deposit Products,12,10,1,1
2,INT,RPB,Sweden,Deposit Products,4,4,1,0
2,EML,MRT,Switzerland,Credit Products,5,3,0,2
4,MAL,MAM,Nigeria,Credit Products,58,21,4,34
3,INT,WEB,USA,Other Products,307,155,31,121
3,BRH,WEM,Spain,Fee Based Products,13,14,3,-5
1,INT,WEB,Hong Kong,Deposit Products,11,10,1,-0
4,BRH,WEM,Puerto Rico,Fee Based Products,31,11,2,18
2,BRH,MAM,Denmark,Deposit Products,11,14,3,-5
3,BRH,EBP,Nigeria,Credit Products,13,10,1,2
3,EML,PBI,Guam,Deposit Products,15,8,2,5
3,MAL,FRT,Great Britain,Third Party Products,62,73,14,-24
3,ATM,EBP,Denmark,Other Products,62,35,8,18
2,CCT,MRT,Japan,Credit Products,12,10,2,1
1,BRH,MAM,Finland,Revolving Credit Products,40,32,5,3
3,INT,WEM,Argentina,Deposit Products,14,13,1,-0
1,INT,MFN,Finland,Deposit Products,6,5,1,-0
3,BRH,MAM,Netherlands,Other Products,14,8,2,4
3,CCT,MRT,New Zealand,Third Party Products,11,7,1,3
2,INT,MRT,Great Britain,Other Products,12,14,2,-3
3,CCT,WEB,Brazil,Third Party Products,11,12,3,-4
3,INT,WEM,Brazil,Revolving Credit Products,35,30,5,-1
3,BRH,CRE,USA,Fee Based Products,18,7,1,10
1,BRH,WEB,Canada,Fee Based Products,27,29,3,-6
3,BRH,WEB,Poland,Revolving Credit Products,13,6,1,5
3,ATM,MRT,Belgium,Revolving Credit Products,63,63,13,-13
4,EML,PBI,New Zealand,Credit Products,22,26,6,-9
3,CCT,PBI,Brazil,Revolving Credit Products,19,12,3,3
2,INT,INB,USA,Other Products,10,6,1,3
4,CCT,EBP,Costa Rica,Revolving Credit Products,6,7,1,-2
3,BRH,MRT,South Africa,Credit Products,17,15,2,0
3,TEL,EBP,Guatemala,Deposit Products,14,13,2,-1
4,ATM,EBP,Mexico,Revolving Credit Products,244,158,35,50
4,TEL,MAM,New Zealand,Deposit Products,5,3,1,1
3,EML,WEB,Mexico,Deposit Products,43,16,2,24
1,ATM,FRT,Japan,Deposit Products,86,53,7,27
1,DSA,EBP,Canada,Other Products,31,27,6,-1
3,BRH,WEB,Israel,Deposit Products,13,9,1,3
3,CCT,MFN,Norway,Other Products,12,13,2,-3
1,EML,RPB,Ecuador,Deposit Products,17,21,3,-8
3,ATM,FRT,Taiwan,Fee Based Products,62,31,4,27
4,ATM,AGR,Switzerland,Other Products,139,73,10,55
1,INT,WEB,Ireland,Credit Products,26,15,2,9
4,BRH,MFN,Denmark,Deposit Products,10,11,2,-3
1,INT,MAM,Spain,Deposit Products,5,4,1,1
4,MAL,WEB,New Zealand,Other Products,58,28,7,24
2,EVE,WEB,Denmark,Credit Products,32,24,3,5
2,EML,PBI,Canada,Deposit Products,15,18,4,-7
2,ATM,MFN,Poland,Deposit Products,58,29,4,25
2,BRH,MAM,Switzerland,Credit Products,15,7,1,7
4,ATM,RPB,New Zealand,Other Products,137,152,15,-30
4,BRH,AGR,Mexico,Fee Based Products,5,7,1,-3
3,EML,MFN,Finland,Deposit Products,33,27,3,3
1,EML,RPB,Argentina,Deposit Products,4,4,1,-1
4,DSA,WEB,Poland,Credit Products,13,10,2,1
3,TEL,STF,USA,Other Products,14,8,2,4
1,BRH,EBP,France,Deposit Products,8,6,1,0
4,BRH,MAM,Taiwan,Deposit Products,12,5,1,6
4,BRH,PBI,Panama,Deposit Products,15,6,1,8
2,BRH,FRT,France,Other Products,29,14,3,12
2,EVE,WEB,Japan,Revolving Credit Products,6,3,1,2
4,EML,EBP,South Africa,Credit Products,11,8,2,1
1,INT,MAM,Great Britain,Deposit Products,4,4,1,-1
3,INT,RPB,Germany,Fee Based Products,14,18,4,-8
4,TEL,FRT,Australia,Other Products,41,21,2,17
2,BRH,PBI,Germany,Deposit Products,4,2,0,1
2,ATM,MAM,Denmark,Credit Products,74,67,15,-8
3,MAL,WEM,Canada,Deposit Products,76,74,16,-13
3,MAL,EBP,Denmark,Deposit Products,71,77,14,-20
3,CCT,AGR,Mexico,Deposit Products,19,22,4,-8
4,INT,WEM,Venezuela,Credit Products,3,3,1,-1
2,BRH,WEB,Mexico,Other Products,9,10,1,-2
1,BRH,EBP,Sweden,Deposit Products,8,7,1,-0
4,BRH,FRT,France,Fee Based Products,11,4,1,6
3,BRH,RPB,Brazil,Third Party Products,11,7,2,2
3,BRH,MRT,Brazil,Other Products,19,7,1,11
1,BRH,MAM,New Zealand,Third Party Products,10,6,1,3
1,CCT,WEB,Thailand,Revolving Credit Products,20,26,4,-10
4,INT,EBP,Brazil,Third Party Products,6,5,1,0
2,MOP,AGR,Canada,Revolving Credit Products,10,6,1,3
1,TEL,EBP,Brazil,Deposit Products,58,64,15,-21
4,INT,WEB,Ireland,Revolving Credit Products,12,6,1,5
4,MAL,EBP,Venezuela,Revolving Credit Products,84,62,13,9
1,CCT,FRT,Venezuela,Credit Products,20,23,3,-6
3,BRH,RPB,Hong Kong,Other Products,29,30,7,-8
3,CCT,WEB,Mexico,Deposit Products,15,16,3,-4
4,INT,STF,USA,Fee Based Products,5,5,1,-1
3,INT,AGR,Uruguay,Fee Based Products,12,11,2,-1
4,CCT,MRT,Great Britain,Credit Products,29,24,4,1
3,INT,MFN,France,Revolving Credit Products,20,17,3,-0
3,CCT,FRT,Venezuela,Revolving Credit Products,20,24,5,-9
2,BRH,WEB,Denmark,Deposit Products,74,44,7,22
3,INT,FRT,Peru,Fee Based Products,12,15,3,-6
3,CCT,MAM,Belgium,Deposit Products,12,16,3,-7
1,BRH,AFF,USA,Revolving Credit Products,26,20,5,1
2,BRH,PBI,Ireland,Deposit Products,17,23,3,-9
2,INT,EBP,Mexico,Other Products,4,6,1,-2
4,CCT,WEM,Spain,Deposit Products,11,7,1,3
2,INT,WEB,Hong Kong,Fee Based Products,3,2,1,1
2,ATM,WEB,Taiwan,Other Products,68,44,6,17
2,ATM,FRT,Finland,Other Products,66,32,8,27
3,INT,IAS,USA,Third Party Products,13,14,3,-4
2,BRH,SBE,USA,Third Party Products,5,6,1,-2
4,BRH,FRT,Germany,Fee Based Products,7,3,1,3
4,CCT,WEB,Finland,Third Party Products,20,24,5,-9
1,CCT,STF,USA,Other Products,13,7,1,4
1,CCT,MRT,Brazil,Revolving Credit Products,9,3,0,5
3,EML,PBI,Ireland,Revolving Credit Products,27,15,3,10
4,BRH,WEB,Israel,Other Products,4,1,0,2
1,CCT,RPB,Korea,Other Products,13,14,2,-3
2,BRH,EBP,Japan,Credit Products,5,6,1,-1
4,BRH,RPB,Costa Rica,Credit Products,18,14,2,2
2,INT,PBI,Panama,Other Products,26,30,5,-9
4,CCT,RPB,Canada,Third Party Products,12,6,1,5
2,CCT,WEB,India,Revolving Credit Products,9,11,2,-4
3,CCT,SBE,USA,Fee Based Products,12,8,2,3
3,TEL,MFN,Denmark,Deposit Products,12,14,2,-4
2,BRH,RPB,Canada,Fee Based Products,38,21,2,15
4,BRH,PBI,Switzerland,Deposit Products,29,23,5,1
4,BRH,MAM,Venezuela,Third Party Products,24,22,5,-4
2,ATM,MFN,China,Credit Products,57,31,5,20
1,INT,WEB,Costa Rica,Deposit Products,9,7,1,1
2,CCT,WEB,Thailand,Credit Products,17,15,2,0
2,BRH,MAM,Belgium,Third Party Products,17,18,2,-4
4,BRH,RPB,France,Deposit Products,6,2,1,4
3,EVE,EBP,Peru,Credit Products,13,5,1,7
3,DSA,EBP,Mexico,Credit Products,20,15,4,0
1,TEL,STF,USA,Other Products,4,2,0,2
2,MOP,WEB,Japan,Deposit Products,32,31,8,-6
3,DSA,EBP,Costa Rica,Other Products,12,7,1,4
4,BRH,MAM,Japan,Deposit Products,101,95,17,-12
2,INT,EBP,Mexico,Credit Products,104,117,16,-28
4,MAL,WEM,Oman,Credit Products,65,60,15,-10
4,INT,WEB,India,Other Products,6,4,1,1
4,EML,FRT,Sweden,Credit Products,11,11,2,-2
1,CCT,WEB,Indonesia,Deposit Products,5,5,1,-1
3,EML,WEM,Finland,Credit Products,50,34,6,9
3,ATM,SBE,USA,Other Products,81,46,7,27
1,ATM,RPB,France,Revolving Credit Products,58,21,4,33
2,BRH,INB,USA,Other Products,17,20,2,-5
1,INT,EBP,Australia,Credit Products,12,6,1,5
4,INT,RPB,Germany,Credit Products,23,26,4,-7
2,ATM,WEB,Norway,Revolving Credit Products,112,137,29,-55
2,EML,CRE,USA,Third Party Products,4,3,1,0
1,CCT,WEB,Switzerland,Credit Products,7,9,1,-3
2,ATM,WEB,Spain,Third Party Products,57,38,9,10
4,EML,WEB,India,Deposit Products,7,5,1,1
1,EML,RPB,South Africa,Credit Products,5,6,1,-2
3,BRH,MRT,Japan,Other Products,30,19,3,9
4,CCT,FRT,Belgium,Other Products,33,31,4,-1
1,CCT,AFF,USA,Credit Products,31,18,3,10
1,MAL,WEM,Mexico,Other Products,56,59,8,-11
1,BRH,CAM,USA,Fee Based Products,10,13,3,-5
4,CCT,FRT,Canada,Deposit Products,9,11,3,-5
1,TEL,WEB,Hong Kong,Other Products,20,24,5,-9
1,INT,WEB,Uruguay,Revolving Credit Products,25,13,2,10
2,ATM,FRT,Ireland,Deposit Products,78,69,9,1
4,EML,MAM,Switzerland,Revolving Credit Products,14,18,3,-7
3,INT,EBP,Peru,Deposit Products,13,6,1,5
4,BRH,FRT,Canada,Fee Based Products,5,5,1,-1
2,BRH,RPB,France,Deposit Products,8,10,2,-5
2,MAL,FRT,South Africa,Third Party Products,56,24,5,27
3,EML,MAM,Puerto Rico,Revolving Credit Products,13,14,3,-4
1,CCT,WEB,Germany,Revolving Credit Products,21,19,3,-1
4,EML,AGR,Switzerland,Deposit Products,8,9,1,-2
2,CCT,WEB,Peru,Credit Products,10,12,1,-3
3,EML,WEB,Ireland,Credit Products,14,7,1,6
1,TEL,EBP,Brazil,Fee Based Products,20,19,3,-2
3,DSA,WEB,India,Other Products,13,14,3,-4
1,ATM,WEM,South Africa,Deposit Products,73,56,14,3
2,CCT,PBI,Philippines,Revolving Credit Products,30,24,5,1
1,MOP,WEB,Poland,Revolving Credit Products,5,6,1,-2
4,EML,EBP,Indonesia,Deposit Products,17,13,3,0
4,EML,PBI,Great Britain,Credit Products,120,108,24,-12
1,EML,RPB,Belgium,Credit Products,11,8,1,2
3,INT,EBP,Philippines,Deposit Products,11,9,2,0
1,MOP,WEB,Belgium,Deposit Products,24,26,5,-6
4,INT,MFN,Finland,Deposit Products,5,3,0,2
3,CCT,WEM,Canada,Deposit Products,55,46,6,3
3,CCT,FRT,Finland,Other Products,12,15,3,-7
1,MAL,EBP,Mexico,Deposit Products,91,117,17,-43
3,BRH,EBP,Canada,Third Party Products,14,17,3,-6
1,MAL,EBP,Korea,Credit Products,73,61,14,-2
2,EML,WEB,Guam,Credit Products,8,7,2,-1
2,ATM,WEB,Malaysia,Other Products,56,51,10,-4
2,EML,RPB,France,Third Party Products,8,5,1,2
2,EML,PBI,Australia,Deposit Products,11,12,2,-3
4,CCT,WEB,Taiwan,Other Products,4,5,1,-2
3,INT,RPB,Denmark,Deposit Products,16,18,3,-5
4,EML,WEM,Japan,Other Products,77,50,10,17
2,BRH,WEB,Spain,Other Products,8,5,1,2
2,INT,MAM,New Zealand,Credit Products,20,14,2,4
3,INT,WEB,France,Other Products,12,10,2,0
4,EML,WEB,Ireland,Credit Products,17,19,5,-6
4,INT,MFN,Poland,Deposit Products,9,10,1,-2
2,BRH,PBI,Korea,Credit Products,13,14,3,-4
1,BRH,MAM,South Africa,Credit Products,14,12,2,-0
3,INT,WEB,Switzerland,Credit Products,32,16,2,15
3,CCT,PBI,Mexico,Revolving Credit Products,13,14,2,-3
1,EML,MFN,South Africa,Credit Products,9,8,1,0
4,BRH,MAM,Ecuador,Credit Products,9,6,1,2
4,ATM,WEB,Hong Kong,Deposit Products,174,198,38,-62
1,EML,MRT,Great Britain,Credit Products,34,17,3,14
1,CCT,WEB,France,Deposit Products,8,9,2,-3
1,CCT,WEB,Venezuela,Deposit Products,8,7,1,-0
3,ATM,MAM,Germany,Other Products,63,22,3,38
3,CCT,PBI,China,Deposit Products,13,10,2,1
3,BRH,RPB,Panama,Revolving Credit Products,36,44,5,-13
3,BRH,PBI,Korea,Deposit Products,22,26,6,-10
3,INT,WEB,South Africa,Credit Products,16,15,2,-0
2,BRH,PBI,Brazil,Fee Based Products,4,5,1,-1
4,EML,RPB,Argentina,Deposit Products,3,2,0,1
1,BRH,EBP,Brazil,Revolving Credit Products,128,44,6,77
2,ATM,RPB,Columbia,Other Products,57,71,12,-26
3,INT,WEB,Chile,Deposit Products,12,7,1,4
2,ATM,EBP,Mexico,Other Products,62,32,8,23
1,BRH,WEB,Indonesia,Revolving Credit Products,18,18,4,-4
4,CCT,MFN,Great Britain,Deposit Products,20,16,2,2
3,INT,MFN,Guam,Other Products,11,6,1,4
1,INT,AGR,Brazil,Deposit Products,10,9,2,-0
2,CCT,WEB,Germany,Deposit Products,9,11,3,-5
1,EML,WEM,Thailand,Credit Products,23,16,2,5
1,CCT,FRT,Finland,Other Products,11,11,2,-2
1,CCT,FRT,India,Other Products,8,5,1,2
4,CCT,WEM,Columbia,Credit Products,19,22,5,-8
1,EML,RPB,Mexico,Deposit Products,18,11,2,5
4,INT,FRT,Columbia,Credit Products,39,22,5,12
2,EML,AFF,USA,Revolving Credit Products,4,2,0,2
2,EML,WEB,Ireland,Deposit Products,30,15,3,12
4,BRH,FRT,Panama,Revolving Credit Products,7,4,1,2
3,INT,EBP,Argentina,Revolving Credit Products,21,21,3,-3
2,ATM,WEB,Great Britain,Credit Products,325,151,27,148
4,BRH,WEB,Poland,Deposit Products,60,43,6,11
1,EML,AGR,Switzerland,Other Products,3,4,1,-1
2,BRH,FRT,Great Britain,Deposit Products,64,41,10,13
2,BRH,MFN,Hong Kong,Revolving Credit Products,23,12,2,10
2,BRH,MFN,Hong Kong,Credit Products,14,7,1,6
2,INT,WEB,Australia,Other Products,8,4,1,4
3,ATM,STF,Puerto Rico,Credit Products,99,57,12,30
2,MAL,WEB,Denmark,Deposit Products,61,51,6,4
3,INT,WEM,Japan,Credit Products,32,38,4,-9
4,CCT,MAM,Sweden,Revolving Credit Products,17,10,2,6
1,ATM,WEB,Israel,Deposit Products,58,44,5,10
3,INT,WEM,New Zealand,Fee Based Products,12,7,1,3
2,ATM,EBP,South Africa,Deposit Products,58,19,5,34
4,MAL,MAM,Switzerland,Other Products,59,57,11,-10
3,BRH,RPB,Germany,Third Party Products,12,7,1,4
1,INT,MFN,France,Revolving Credit Products,24,29,3,-8
1,BRH,RPB,Mexico,Deposit Products,46,26,6,15
2,EVE,EBP,USA,Credit Products,18,9,2,6
4,ATM,WEB,Belgium,Other Products,138,152,23,-37
4,EML,RPB,Netherlands,Revolving Credit Products,30,39,8,-18
1,ATM,RPB,Uruguay,Revolving Credit Products,71,47,6,18
1,BRH,RPB,Finland,Deposit Products,23,22,5,-4
3,TEL,FRT,Canada,Revolving Credit Products,15,17,3,-6
4,EML,WEM,Thailand,Deposit Products,5,4,1,0
4,CCT,WEB,Mexico,Credit Products,53,47,7,-1
3,INT,AGR,Sweden,Deposit Products,12,8,2,2
2,CCT,WEB,Thailand,Revolving Credit Products,21,26,6,-11
3,EML,MAM,France,Credit Products,12,12,2,-2
1,INT,WEM,Poland,Credit Products,7,6,1,0
1,CCT,MFN,Finland,Deposit Products,10,13,2,-5
2,EML,EBP,Mexico,Other Products,3,1,0,2
1,ATM,WEM,Germany,Other Products,59,72,14,-27
4,CCT,MRT,Czechoslovakia,Deposit Products,7,4,1,2
3,EML,MRT,Belgium,Deposit Products,12,12,3,-2
2,ATM,MFN,Indonesia,Third Party Products,57,42,10,6
3,BRH,CRE,USA,Other Products,16,18,3,-6
3,BRH,RPB,Sweden,Credit Products,16,13,2,1
3,CCT,MAM,Guam,Other Products,12,5,1,7
1,ATM,RPB,Uruguay,Other Products,69,78,13,-23
3,DSA,WEB,Poland,Credit Products,12,12,1,-2
1,INT,MAM,Hong Kong,Deposit Products,5,5,1,-2
2,INT,WEB,Brazil,Revolving Credit Products,3,2,0,1
3,BRH,MAM,Hong Kong,Other Products,19,8,1,9
2,BRH,MRT,Venezuela,Credit Products,7,4,0,3
4,EML,WEB,Norway,Revolving Credit Products,11,6,1,4
4,INT,MRT,Guatemala,Revolving Credit Products,19,17,2,1
1,BRH,RPB,Germany,Fee Based Products,24,21,4,-1
3,ATM,WEB,Mexico,Revolving Credit Products,92,78,9,5
3,INT,WEB,Brazil,Deposit Products,43,35,7,1
2,CCT,MAM,Switzerland,Third Party Products,4,4,1,-1
1,CCT,FRT,Columbia,Deposit Products,14,9,1,4
4,BRH,MFN,Poland,Credit Products,20,8,1,11
3,INT,WEB,India,Revolving Credit Products,15,16,2,-3
3,BRH,MRT,France,Fee Based Products,12,9,2,2
2,MAL,FRT,Canada,Fee Based Products,70,25,5,40
2,CCT,MFN,Germany,Deposit Products,14,11,2,1
4,CCT,WEM,Canada,Revolving Credit Products,41,26,4,11
3,TEL,WEB,Germany,Revolving Credit Products,36,24,2,10
4,MAL,MRT,Canada,Third Party Products,77,27,4,46
1,EML,MAM,Japan,Deposit Products,11,11,3,-2
2,BRH,WEM,Ecuador,Revolving Credit Products,27,24,6,-3
2,INT,MFN,Guam,Credit Products,13,16,3,-6
1,BRH,WEM,Brazil,Third Party Products,10,5,1,3
4,ATM,MFN,India,Other Products,138,89,21,28
1,ATM,FRT,Great Britain,Revolving Credit Products,105,92,22,-9
2,CCT,EBP,Venezuela,Credit Products,54,69,10,-25
3,INT,WEM,Venezuela,Credit Products,13,6,1,6
2,BRH,AGR,Mexico,Credit Products,20,16,2,2
3,CCT,PBI,Mexico,Fee Based Products,14,8,2,5
3,CCT,INB,USA,Third Party Products,12,13,2,-2
1,MOP,MFN,Germany,Credit Products,9,3,1,5
4,DSA,MAM,USA,Other Products,29,37,6,-14
4,BRH,AGR,Mexico,Other Products,3,4,1,-2
3,EML,EBP,China,Fee Based Products,11,13,3,-6
1,ATM,PBI,Mexico,Fee Based Products,62,74,15,-27
2,INT,IAS,USA,Third Party Products,5,3,1,1
2,CCT,RPB,Denmark,Credit Products,27,14,2,11
1,BRH,INB,USA,Third Party Products,9,6,1,2
2,EML,WEB,Switzerland,Revolving Credit Products,19,21,2,-4
1,ATM,RPB,Mexico,Third Party Products,59,69,10,-20
3,EML,WEM,Switzerland,Revolving Credit Products,16,16,3,-3
3,INT,MAM,Finland,Revolving Credit Products,13,8,1,4
1,ATM,MFN,Philippines,Deposit Products,57,74,14,-31
3,CCT,FRT,Finland,Deposit Products,19,11,1,6
4,INT,CRE,USA,Fee Based Products,5,5,1,-2
2,EML,WEB,Great Britain,Third Party Products,24,23,5,-4
1,INT,FRT,Hong Kong,Revolving Credit Products,12,15,4,-7
4,BRH,PBI,Netherlands,Other Products,16,7,1,7
4,EML,EBP,Switzerland,Deposit Products,29,10,1,17
1,MAL,MFN,Great Britain,Other Products,57,74,12,-29
1,INT,WEB,Netherlands,Other Products,10,6,1,2
4,INT,MAM,Guatemala,Fee Based Products,7,4,1,2
2,MAL,MFN,Philippines,Deposit Products,58,46,8,3
1,CCT,RPB,Great Britain,Deposit Products,8,9,2,-3
2,TEL,AGR,Brazil,Revolving Credit Products,9,9,1,-1
1,BRH,AGR,Argentina,Deposit Products,4,3,0,0
3,INT,IAS,USA,Other Products,15,15,3,-3
1,INT,EBP,China,Revolving Credit Products,20,12,3,5
1,EML,WEM,USA,Fee Based Products,297,110,18,169
3,BRH,MFN,Germany,Deposit Products,12,7,1,4
1,MAL,RPB,Brazil,Revolving Credit Products,64,22,5,37
3,BRH,WEB,Guam,Credit Products,13,7,2,4
4,EML,EBP,Netherlands,Revolving Credit Products,29,25,4,0
4,EVE,EBP,USA,Credit Products,12,5,1,6
4,INT,MRT,Spain,Credit Products,17,7,1,9
2,EML,WEM,Ecuador,Deposit Products,16,17,3,-5
4,MAL,WEM,Philippines,Deposit Products,58,55,9,-5
2,EML,WEB,India,Deposit Products,7,3,0,4
4,EML,MAM,Great Britain,Deposit Products,36,37,6,-7
1,TEL,WEB,Norway,Other Products,4,3,0,-0
4,EVE,EBP,Brazil,Credit Products,24,29,3,-8
2,EVE,EBP,Canada,Credit Products,78,55,10,13
3,EML,WEB,Spain,Deposit Products,12,10,2,0
3,EML,FRT,Guam,Deposit Products,16,6,1,8
1,EML,FRT,Puerto Rico,Revolving Credit Products,14,19,3,-7
2,TEL,WEB,New Zealand,Revolving Credit Products,4,2,0,1
4,INT,PBI,France,Revolving Credit Products,25,30,5,-9
3,DSA,EBP,Canada,Revolving Credit Products,61,24,6,31
3,CCT,WEB,France,Other Products,13,8,1,4
2,BRH,FRT,Netherlands,Fee Based Products,4,4,1,-1
1,BRH,WEM,Thailand,Fee Based Products,4,3,1,0
4,CCT,SBE,USA,Fee Based Products,4,3,1,1
4,INT,WEB,Germany,Deposit Products,23,27,6,-10
1,INT,RPB,Denmark,Credit Products,6,5,1,-0
4,BRH,PBI,Finland,Other Products,7,3,0,4
3,MAL,RPB,Ireland,Other Products,62,42,7,13
4,INT,STF,USA,Other Products,13,17,3,-7
4,EML,FRT,France,Revolving Credit Products,3,2,0,1
3,BRH,AGR,USA,Other Products,12,11,1,-1
2,EML,EBP,Netherlands,Revolving Credit Products,10,10,1,-2
