ship,order_id,item_id,item_desc,quantity,price,order_date,delivery_date,delivery_place,received_date,supplier,delivery_cost,order_year
Ship-11,356716617401,601.003.011,Gasket,50,237.85,2016-10-05,2016-11-17,Delivery Place-105,2017-01-04,Supplier-447,NA,2016
Ship-11,356716617401,601.003.016,"O-ring, Viton",20,3746.1375000000003,2016-10-05,2016-11-17,Delivery Place-105,2017-01-04,Supplier-447,NA,2016
Ship-11,356716617401,601.059.060,"Exhaust gas packing, L=2m",16,1367.6375,2016-10-05,2016-11-17,Delivery Place-105,2017-01-04,Supplier-447,NA,2016
Ship-19,376316004801,601.059.046,Insulation cover-removable,2,99778.075,2016-10-05,2016-11-08,Delivery Place-105,2016-11-16,Supplier-447,NA,2016
Ship-11,356716618201,601.079.228,Temperature Sensor L = 100mm,8,11714.112500000001,2016-10-07,2016-10-10,Delivery Place-105,2016-10-20,Supplier-447,NA,2016
Ship-13,367516621401,601.042.138,"O-ring, Viton",2,237.85,2016-10-12,2016-10-19,Delivery Place-105,2016-11-19,Supplier-447,NA,2016
Ship-13,367516621401,601.042.139,Inductive sensor w. O-ring,2,18611.7625,2016-10-12,2016-10-19,Delivery Place-105,2016-11-19,Supplier-447,NA,2016
Ship-13,367516621401,601.042.137,O-ring,2,237.85,2016-10-12,2016-10-19,Delivery Place-105,2016-11-19,Supplier-447,NA,2016
Ship-19,376316622601,601.004.023,Scraper ring,3,20574.024999999998,2016-10-12,2016-10-14,Delivery Place-105,2016-11-06,Supplier-447,NA,2016
Ship-19,376316622601,601.004.045,"Scraper ring, complete",2,23903.925,2016-10-12,2016-10-14,Delivery Place-105,2016-11-06,Supplier-447,NA,2016
Ship-19,376316622601,601.004.028,"Sealing ring, complete",2,16173.800000000001,2016-10-12,2016-10-14,Delivery Place-105,2016-11-06,Supplier-447,NA,2016
Ship-19,376316622601,601.004.024,Tension spring,3,2973.125,2016-10-12,2016-10-14,Delivery Place-105,2016-11-06,Supplier-447,NA,2016
Ship-19,376316622601,601.004.039,Scraper ring w. relief grooveOnly for use in the 3 lowermost ringgrooves of the stuffing box housing.Scraper ring,3,27590.600000000002,2016-10-12,2016-10-14,Delivery Place-105,2016-11-06,Supplier-447,NA,2016
Ship-14,367616630701,601.003.013,O-ring,50,321.0975,2016-11-02,2016-11-09,Delivery Place-105,2016-11-28,Supplier-447,NA,2016
Ship-14,367616630701,601.002.088,Gasket,20,237.85,2016-11-02,2016-11-09,Delivery Place-105,2016-11-28,Supplier-447,NA,2016
Ship-14,367616630701,601.003.011,Gasket,25,237.85,2016-11-02,2016-11-09,Delivery Place-105,2016-11-28,Supplier-447,NA,2016
Ship-14,367616630701,601.002.084,Gasket,20,237.85,2016-11-02,2016-11-09,Delivery Place-105,2016-11-28,Supplier-447,NA,2016
Ship-14,367616630701,601.050.097,"Spring, compr. right-hand",5,4697.5374999999995,2016-11-02,2016-11-09,Delivery Place-105,2016-11-28,Supplier-447,NA,2016
Ship-14,367616630701,601.002.086,O-ring,10,237.85,2016-11-02,2016-11-09,Delivery Place-105,2016-11-28,Supplier-447,NA,2016
Ship-14,367616630701,601.050.102,Split pin,10,237.85,2016-11-02,2016-11-09,Delivery Place-105,2016-11-28,Supplier-447,NA,2016
Ship-14,367616630701,601.002.284,Gasket,10,237.85,2016-11-02,2016-11-09,Delivery Place-105,2016-11-28,Supplier-447,NA,2016
Ship-14,367616630701,601.002.286,Gasket,20,237.85,2016-11-02,2016-11-09,Delivery Place-105,2016-11-28,Supplier-447,NA,2016
Ship-13,367516620301,601.028.009,"O-ring, Viton",36,237.85,2016-11-04,2016-11-15,Delivery Place-105,2016-11-19,Supplier-447,NA,2016
Ship-13,367516620301,601.002.005,"O-ring, Viton",12,3746.1375000000003,2016-11-04,2016-11-15,Delivery Place-105,2016-11-19,Supplier-447,NA,2016
Ship-13,367516620301,601.002.088,Gasket,12,237.85,2016-11-04,2016-11-15,Delivery Place-105,2016-11-19,Supplier-447,NA,2016
Ship-13,367516620301,601.010.064,Gasket,3,4400.225,2016-11-04,2016-11-15,Delivery Place-105,2016-11-19,Supplier-447,NA,2016
Ship-13,367516620301,601.026.127,Screw,6,237.85,2016-11-04,2016-11-15,Delivery Place-105,2016-11-19,Supplier-447,NA,2016
Ship-13,367516620301,601.002.024,"Indicator valve, complete",2,19146.925,2016-11-04,2016-11-15,Delivery Place-105,2016-11-19,Supplier-447,NA,2016
Ship-13,367516620301,601.002.084,Gasket,12,237.85,2016-11-04,2016-11-15,Delivery Place-105,2016-11-19,Supplier-447,NA,2016
Ship-13,367516620301,601.026.139,Spindle guide incl. nozzle,2,98588.825,2016-11-04,2016-11-15,Delivery Place-105,2016-11-19,Supplier-447,NA,2016
Ship-13,367516620301,601.002.023,Gasket 8x16.5x1.5,16,511.3775,2016-11-04,2016-11-15,Delivery Place-105,2016-11-19,Supplier-447,NA,2016
Ship-13,367516620301,601.010.002,O-ring,8,2854.2000000000003,2016-11-04,2016-11-15,Delivery Place-105,2016-11-19,Supplier-447,NA,2016
Ship-11,356716605702,601.055.076,Air Cooler IMO Number LKMC-3-1090-4843 (603),1,1621285,2016-11-18,2017-01-12,Delivery Place-105,2017-01-29,Supplier-766,54261.75,2016
Ship-12,356816627101,601.068.033,Gasket For Measuring Head<BR/>,2,5099.599139999999,2016-11-25,2016-12-02,Delivery Place-105,2017-01-31,Supplier-224,14395.25,2016
Ship-12,356816627101,601.068.014,Oil Mist Seal<BR/>,2,562.4557874999999,2016-11-25,2016-12-02,Delivery Place-105,2017-01-31,Supplier-224,14395.25,2016
Ship-12,356816627101,601.068.012,Oil Drain Seal<BR/>,2,562.4557874999999,2016-11-25,2016-12-02,Delivery Place-105,2017-01-31,Supplier-224,14395.25,2016
Ship-12,356816627101,601.068.025,Expansion Bellows<BR/>,2,1019.9198279999999,2016-11-25,2016-12-02,Delivery Place-105,2017-01-31,Supplier-224,14395.25,2016
Ship-12,356816627101,601.068.029,"Fuse 3,15 A<BR/>",6,124.990175,2016-11-25,2016-12-02,Delivery Place-105,2017-01-31,Supplier-224,14395.25,2016
Ship-12,356816627101,601.068.022,Scavenging Air Filter (Sinter Bronze)  ( See Oil Mist Detector )<BR/>,10,774.9390849999999,2016-11-25,2016-12-02,Delivery Place-105,2017-01-31,Supplier-224,14395.25,2016
Ship-12,356816627101,601.068.015,Valve Box Gasket<BR/>,1,1337.3948724999998,2016-11-25,2016-12-02,Delivery Place-105,2017-01-31,Supplier-224,14395.25,2016
Ship-12,356816627101,601.068.031,Flexible Bellow For Drive Air Scavenging<BR/>,4,1912.3496774999999,2016-11-25,2016-12-02,Delivery Place-105,2017-01-31,Supplier-224,14395.25,2016
Ship-19,376316625101,601.026.128,"Spindle Guide, Complete",8,98588.825,2016-12-01,2016-12-05,Delivery Place-105,2016-12-29,Supplier-447,NA,2016
Ship-12,356816626601,601.071.007,5/2-way valve,1,39661.487499999996,2016-12-07,2016-12-14,Delivery Place-105,2017-01-31,Supplier-447,NA,2016
Ship-12,356816626601,601.071.022,3/2-way valve,1,38293.85,2016-12-07,2016-12-14,Delivery Place-105,2017-01-31,Supplier-447,NA,2016
Ship-12,356816626601,601.071.020,3/2-way valve,1,40196.65,2016-12-07,2016-12-14,Delivery Place-105,2017-01-31,Supplier-447,NA,2016
Ship-20,376416627201,601.010.052,Sealing ring,7,4400.225,2016-12-09,2016-12-14,Delivery Place-105,2016-12-23,Supplier-447,NA,2016
Ship-20,376416627201,601.059.051,Compensator,1,48402.475,2016-12-09,2016-12-14,Delivery Place-105,2016-12-23,Supplier-447,NA,2016
Ship-20,376416627201,601.010.064,Gasket,7,4400.225,2016-12-09,2016-12-14,Delivery Place-105,2016-12-23,Supplier-447,NA,2016
Ship-20,376416627201,601.026.051,Puncture valve,3,40731.8125,2016-12-09,2016-12-14,Delivery Place-105,2016-12-23,Supplier-447,NA,2016
Ship-9,356416631801,601.028.001,High press. fuel oil pipe,1,96388.71250000001,2016-12-14,2016-12-19,Delivery Place-105,2017-01-05,Supplier-447,NA,2016
Ship-9,356416631801,601.028.039,High press. fuel oil pipe,1,99599.6875,2016-12-14,2016-12-19,Delivery Place-105,2017-01-05,Supplier-447,NA,2016
Ship-11,356716623202,601.059.030,"Resist. thermom. NiCr-Ni, L=200mm, 0-600 C",4,27412.212499999998,2016-12-19,2016-12-27,Delivery Place-105,2017-01-16,Supplier-447,NA,2016
Ship-12,356816628201,601.026.052,Suction valve,8,41148.049999999996,2016-12-22,2017-01-20,Delivery Place-105,2017-01-31,Supplier-447,NA,2016
Ship-12,356816628201,601.026.051,Puncture valve,4,40731.8125,2016-12-22,2017-01-20,Delivery Place-105,2017-01-31,Supplier-447,NA,2016
Ship-12,356816628201,601.026.139,Spindle guide incl. nozzle,12,98588.825,2016-12-22,2017-01-20,Delivery Place-105,2017-01-31,Supplier-447,NA,2016
Ship-9,356416634601,601.002.024,"Indicator valve, complete",5,19146.925,2016-12-23,2016-12-29,Delivery Place-105,2017-01-27,Supplier-447,NA,2016
Ship-21,376516622801,601.001.001,"Thermocouple TC-87-02,  Model: MPT 100K, Type: K, Temp :0-600 'C, Class:B, Tube:",3,9491.938525000001,2017-01-05,2017-01-12,Delivery Place-84,2017-02-15,Supplier-256,NA,2017
Ship-21,376517600001,601.003.014,Gasket,7,3746.1375000000003,2017-01-11,2017-01-16,Delivery Place-105,2017-02-15,Supplier-447,NA,2017
Ship-21,376517600001,601.003.007,O-Ring,14,3746.1375000000003,2017-01-11,2017-01-16,Delivery Place-105,2017-02-15,Supplier-447,NA,2017
Ship-21,376517600001,601.002.101,Elbow Coupling,10,2021.7250000000001,2017-01-11,2017-01-16,Delivery Place-105,2017-02-15,Supplier-447,NA,2017
Ship-21,376517600001,601.059.056,Packing,14,1153.5725,2017-01-11,2017-01-16,Delivery Place-105,2017-02-15,Supplier-447,NA,2017
Ship-21,376517600001,601.055.064,Spray Nozzle,8,6540.875,2017-01-11,2017-01-16,Delivery Place-105,2017-02-15,Supplier-447,NA,2017
Ship-14,367616636601,601.069.120,3/2-Way Solenoid Valve,1,47807.85,2017-01-17,2017-03-17,Delivery Place-105,2017-02-15,Supplier-447,NA,2017
Ship-9,356417600601,601.026.033,Sealing Ring,12,321.0975,2017-01-18,2017-01-20,Delivery Place-105,2017-01-27,Supplier-447,NA,2017
Ship-9,356417600601,601.026.041,Sealing Ring,12,237.85,2017-01-18,2017-01-20,Delivery Place-105,2017-01-27,Supplier-447,NA,2017
Ship-9,356417600601,601.026.051,"Puncture Valve, Complete",2,40731.8125,2017-01-18,2017-01-20,Delivery Place-105,2017-01-27,Supplier-447,NA,2017
Ship-9,356417600601,601.026.043,Sealing Ring,12,237.85,2017-01-18,2017-01-20,Delivery Place-105,2017-01-27,Supplier-447,NA,2017
Ship-9,356417600601,601.026.052,"Suction Valve, Complete",7,41148.049999999996,2017-01-18,2017-01-20,Delivery Place-105,2017-01-27,Supplier-447,NA,2017
Ship-9,356417600601,601.026.037,Sealing Ring,24,1902.8,2017-01-18,2017-01-20,Delivery Place-105,2017-01-27,Supplier-447,NA,2017
Ship-9,356417600601,601.026.034,Sealing Ring,12,1070.325,2017-01-18,2017-01-20,Delivery Place-105,2017-01-27,Supplier-447,NA,2017
Ship-12,356817601001,601.059.063,"Resist. thermom. NiCr-Ni, L=200mm, 0-600 C",4,27412.212499999998,2017-01-18,2017-01-25,Delivery Place-105,2017-01-31,Supplier-447,NA,2017
Ship-21,376517600301,601.001.001,"Thermocouple TC-87-02,  Model: MPT 100K, Type: K, Temp :0-600 'C, Class:B, Tube:",3,9491.938525000001,2017-01-18,2017-02-02,Delivery Place-84,2017-02-15,Supplier-256,NA,2017
Ship-12,356817600801,601.004.007,Piston Ring No. 3,3,24260.7,2017-01-23,2017-01-30,Delivery Place-105,2017-02-20,Supplier-447,NA,2017
Ship-12,356817600801,601.003.007,O-Ring ( Black -Oring),6,3746.1375000000003,2017-01-23,2017-01-30,Delivery Place-105,2017-02-20,Supplier-447,NA,2017
Ship-12,356817600801,601.003.014,Gasket,4,3746.1375000000003,2017-01-23,2017-01-30,Delivery Place-105,2017-02-20,Supplier-447,NA,2017
Ship-12,356817600801,601.003.009,Cooling Water Connection,2,7611.2,2017-01-23,2017-01-30,Delivery Place-105,2017-02-20,Supplier-447,NA,2017
Ship-12,356817600801,601.003.013,Sealing Ring,16,321.0975,2017-01-23,2017-01-30,Delivery Place-105,2017-02-20,Supplier-447,NA,2017
Ship-12,356817600801,601.004.006,Piston Ring No. 2 And No. 4,8,24260.7,2017-01-23,2017-01-30,Delivery Place-105,2017-02-20,Supplier-447,NA,2017
Ship-20,376417603101,601.054.005,Shaft,1,69793.66562500001,2017-02-14,2017-02-21,Delivery Place-46,2017-03-02,Supplier-256,NA,2017
Ship-20,376417603101,601.054.019,Bearing (Drive side) NU2308 C3,2,5025.143924999999,2017-02-14,2017-02-21,Delivery Place-46,2017-03-02,Supplier-256,NA,2017
Ship-20,376417603101,601.054.017,Oil Seal no. 12,2,558.349325,2017-02-14,2017-02-21,Delivery Place-46,2017-03-02,Supplier-256,NA,2017
Ship-20,376417603101,601.054.016,Oil Seal no. 11,2,558.349325,2017-02-14,2017-02-21,Delivery Place-46,2017-03-02,Supplier-256,NA,2017
Ship-20,376417603101,601.054.018,Bearing (Impeller side) 6409z C3,1,5025.143924999999,2017-02-14,2017-02-21,Delivery Place-46,2017-03-02,Supplier-256,NA,2017
Ship-21,376517603601,601.002.380,Indicator Cock Detail,2,19146.925,2017-02-14,2017-02-14,Delivery Place-81,NA,Supplier-447,NA,2017
Ship-21,376517603601,601.004.005,Piston Ring No. 1  ( POP RING ),4,47570,2017-02-14,2017-02-14,Delivery Place-81,2017-02-15,Supplier-447,NA,2017
Ship-21,376517603602,601.002.380,Indicator Cock Detail,2,19146.925,2017-02-14,2017-03-15,Delivery Place-105,2017-02-17,Supplier-447,NA,2017
Ship-14,367616634001,601.059.060,Exhaust Thermometer,2,17233.5057075,2017-02-15,2017-02-22,Delivery Place-75,2017-04-09,Supplier-590,NA,2017
Ship-21,376517400201,601.004.011,"D-ring, Viton",5,7254.425,2017-02-24,2017-03-01,Delivery Place-105,2017-03-25,Supplier-447,NA,2017
Ship-21,376517400201,601.003.007,"O-ring, Viton",10,3746.1375000000003,2017-02-24,2017-03-01,Delivery Place-105,2017-03-25,Supplier-447,NA,2017
Ship-21,376517400201,601.003.014,Gasket,5,3746.1375000000003,2017-02-24,2017-03-01,Delivery Place-105,2017-03-25,Supplier-447,NA,2017
Ship-21,376517400201,601.003.008,"O-ring, Viton",5,3865.0625,2017-02-24,2017-03-01,Delivery Place-105,2017-03-25,Supplier-447,NA,2017
Ship-21,376517400201,601.003.013,O-ring,20,321.0975,2017-02-24,2017-03-01,Delivery Place-105,2017-03-25,Supplier-447,NA,2017
Ship-21,376517400201,601.004.005,"Piston ring, CPR-POP, H=9.5mm, alu-coat",5,47570,2017-02-24,2017-03-01,Delivery Place-105,2017-03-25,Supplier-447,NA,2017
Ship-9,356417602901,601.026.270,"SEALS TOOL, AIR PISTON",1,51553.987499999996,2017-02-27,2017-06-14,Delivery Place-105,2017-06-20,Supplier-447,NA,2017
Ship-20,376417605001,601.026.131,Sealing Ring,55,41.317850050000004,2017-03-06,2017-03-21,Delivery Place-77,2017-04-18,Supplier-702,621.25,2017
Ship-20,376417605001,601.026.133,Sealing Ring,55,64.7685217,2017-03-06,2017-03-21,Delivery Place-77,2017-04-18,Supplier-702,621.25,2017
Ship-20,376417605001,601.026.127,Sealing Ring,60,111.669865,2017-03-06,2017-03-21,Delivery Place-77,2017-04-18,Supplier-702,621.25,2017
Ship-12,356817604501,601.004.007,"Piston ring, right, H=8mm, alu-coat",3,24260.7,2017-03-16,2017-03-23,Delivery Place-105,2017-05-09,Supplier-447,NA,2017
Ship-12,356817604501,601.004.006,"Piston ring, left, H=8mm, alu-coat",6,24260.7,2017-03-16,2017-03-23,Delivery Place-105,2017-05-09,Supplier-447,NA,2017
Ship-19,376317606001,601.026.052,Suction valve,7,41148.049999999996,2017-03-17,2017-03-27,Delivery Place-105,2017-04-06,Supplier-447,NA,2017
Ship-14,367617606301,601.059.030,"Resist. thermom. NiCr-Ni, L=200mm, 0-600 C",4,27412.212499999998,2017-03-22,2017-03-24,Delivery Place-105,2017-04-09,Supplier-447,NA,2017
Ship-9,356417604601,601.054.028,"Bearing, Blower/Belt Side",2,6116.8275,2017-03-30,2017-04-06,Delivery Place-105,2017-05-06,Supplier-428,NA,2017
Ship-9,356417604601,601.054.030,El/Motor Bearing DE - SKF,2,1983.385,2017-03-30,2017-04-06,Delivery Place-105,2017-05-06,Supplier-428,NA,2017
Ship-9,356417604601,601.054.029,El/Motor Bearing NDE - SKF,2,1251.73,2017-03-30,2017-04-06,Delivery Place-105,2017-05-06,Supplier-428,NA,2017
Ship-9,356417604601,601.054.027,"Bearing, Blower/Impeller Side",5,1603.3575,2017-03-30,2017-04-06,Delivery Place-105,2017-05-06,Supplier-428,NA,2017
Ship-12,356817605501,601.042.160,Terminal box for Alpha Lube,1,34666.6375,2017-04-12,2017-06-16,Delivery Place-105,2017-07-28,Supplier-447,NA,2017
Ship-12,356817605501,601.042.111,Lubricator,1,196642.48750000002,2017-04-12,2017-06-16,Delivery Place-105,2017-07-28,Supplier-447,NA,2017
Ship-9,356417006001,601.026.019,Plunger IMO Number 1841064-9 + Pump Barrel IMO Number 1841062-5,7,252050,2017-04-21,2017-04-21,Delivery Place-105,2017-10-11,Supplier-373,NA,2017
Ship-13,367517608001,601.002.024,"Indicator valve, complete",3,18289.600000000002,2017-04-21,2017-04-27,Delivery Place-46,2017-05-13,Supplier-447,NA,2017
Ship-13,367517608001,601.026.019,"Pump barrel with plunger, compl.",2,165117.6,2017-04-21,2017-04-27,Delivery Place-46,2017-05-13,Supplier-447,NA,2017
Ship-14,367617609601,601.071.007,5/2-way valve,1,37885.6,2017-04-24,2017-05-26,Delivery Place-105,2017-07-27,Supplier-447,NA,2017
Ship-9,356417609401,601.003.015,Piston Cleaning Ring,8,54300.799999999996,2017-04-25,2017-04-27,Delivery Place-105,2017-05-03,Supplier-447,NA,2017
Ship-9,356417609401,601.003.013,Sealing Ring,64,306.72,2017-04-25,2017-04-27,Delivery Place-105,2017-05-03,Supplier-447,NA,2017
Ship-9,356417609401,601.059.059,Packing-Round for Exh. Pipe,32,16528.8,2017-04-25,2017-04-27,Delivery Place-105,2017-05-03,Supplier-447,NA,2017
Ship-9,356417609401,601.003.014,Gasket,8,3578.4,2017-04-25,2017-04-27,Delivery Place-105,2017-05-03,Supplier-447,NA,2017
Ship-9,356417609401,601.026.027,Sealing Ring,20,306.72,2017-04-25,2017-04-27,Delivery Place-105,2017-05-03,Supplier-447,NA,2017
Ship-21,376517609501,601.028.010,"High-Pressure Pipe, Complete",1,95140,2017-04-25,2017-05-02,Delivery Place-105,2018-12-12,Supplier-447,NA,2017
Ship-21,376517609501,601.028.001,"High-Pressure Pipe, Complete",1,95140,2017-04-25,2017-05-02,Delivery Place-105,2018-12-12,Supplier-447,NA,2017
Ship-19,376317609301,601.004.028,"Sealing ring, complete",8,15449.6,2017-04-28,2017-05-24,Delivery Place-105,2017-07-13,Supplier-447,NA,2017
Ship-19,376317609301,601.004.039,Scraper ring w. relief grooveOnly for use in the 3 lowermost ringgrooves of the stuffing box housing.Scraper ring,21,26355.2,2017-04-28,2017-05-24,Delivery Place-105,2017-07-13,Supplier-447,NA,2017
Ship-19,376317609301,601.004.023,Scraper ring,3,19652.8,2017-04-28,2017-05-24,Delivery Place-105,2017-07-13,Supplier-447,NA,2017
Ship-19,376317609301,601.004.024,Tension spring,3,2840,2017-04-28,2017-05-24,Delivery Place-105,2017-07-13,Supplier-447,NA,2017
Ship-9,356417611801,601.026.019,"Pump barrel with plunger, compl.",1,165117.6,2017-05-15,2017-10-06,Delivery Place-105,2017-11-20,Supplier-447,NA,2017
Ship-12,356817608701,601.003.004,Cylinder liner incl. piston cleaning ring,3,481209.60000000003,2017-05-15,2017-05-17,Delivery Place-105,2017-06-01,Supplier-447,NA,2017
Ship-12,356817608801,601.003.014,Gasket,3,3578.4,2017-05-15,2017-05-22,Delivery Place-78,2017-06-01,Supplier-447,NA,2017
Ship-12,356817608801,601.004.005,Piston ring,3,41884.32,2017-05-15,2017-05-22,Delivery Place-78,2017-06-01,Supplier-447,NA,2017
Ship-12,356817608801,601.004.007,"Piston ring, right, H=8mm, alu-coat",3,23174.399999999998,2017-05-15,2017-05-22,Delivery Place-78,2017-06-01,Supplier-447,NA,2017
Ship-12,356817608801,601.004.006,"Piston ring, left, H=8mm, alu-coat",6,23174.399999999998,2017-05-15,2017-05-22,Delivery Place-78,2017-06-01,Supplier-447,NA,2017
Ship-12,356817608801,601.003.013,O-ring,30,306.72,2017-05-15,2017-05-22,Delivery Place-78,2017-06-01,Supplier-447,NA,2017
Ship-10,356517609401,601.059.058,Sealing ring,10,16869.6,2017-05-18,2017-06-09,Delivery Place-105,2017-07-19,Supplier-447,NA,2017
Ship-10,356517609401,601.059.059,Packing,10,16528.8,2017-05-18,2017-06-09,Delivery Place-105,2017-07-19,Supplier-447,NA,2017
Ship-12,356817609301,601.004.006,"Piston ring, left, H=8mm, alu-coat",10,23174.399999999998,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.004.021,Self-locking nut,12,227.20000000000002,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.002.005,"O-ring, Viton",16,3578.4,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.003.007,"O-ring, Viton",14,3578.4,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.004.044,Guide pin,10,227.20000000000002,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.042.186,Distributor block,2,14938.4,2017-05-18,2017-05-24,Delivery Place-78,NA,Supplier-447,NA,2017
Ship-12,356817609301,601.004.042,Fitted bolt,12,6475.2,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.004.020,O-ring,12,681.6,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.003.004,Cylinder liner incl. piston cleaning ring,8,481209.60000000003,2017-05-18,2017-05-24,Delivery Place-78,NA,Supplier-447,NA,2017
Ship-12,356817609301,601.004.011,"D-ring, Viton",7,6929.5999999999995,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.004.003,"Locking wire, 1.0mm, L=63m",2,9144.800000000001,2017-05-18,2017-05-24,Delivery Place-78,NA,Supplier-447,NA,2017
Ship-12,356817609301,601.042.183,"Banjo coupling, complete",10,2442.4,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.003.015,Piston cleaning ring,4,54300.799999999996,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.004.007,"Piston ring, right, H=8mm, alu-coat",5,23174.399999999998,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.003.013,O-ring,30,306.72,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.042.185,Screw,10,227.20000000000002,2017-05-18,2017-05-24,Delivery Place-78,2017-07-28,Supplier-447,NA,2017
Ship-12,356817609301,601.004.039,"Scraper ring, complete",5,22833.600000000002,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.042.188,CYL. SCREWS,20,227.20000000000002,2017-05-18,2017-05-24,Delivery Place-78,NA,Supplier-447,NA,2017
Ship-12,356817609301,601.004.035,"Scraper ring, complete",5,13575.199999999999,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.042.184,Stud coupling,10,1101.92,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.004.023,Scraper ring,5,19652.8,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.042.181,Union,10,670.24,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.010.031,Hex.socket head cap screw,12,1533.6000000000001,2017-05-18,2017-05-24,Delivery Place-78,NA,Supplier-447,NA,2017
Ship-12,356817609301,601.003.033,Non-return valve assy,2,18460,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.004.008,Piston crown,6,265767.2,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.003.008,"O-ring, Viton",7,3692,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.003.014,Gasket,8,3578.4,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.004.005,Piston ring,5,41884.32,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609301,601.004.028,"Sealing ring, complete",5,15449.6,2017-05-18,2017-05-24,Delivery Place-78,2017-06-07,Supplier-447,NA,2017
Ship-12,356817609302,601.010.031,Screw,12,1533.6000000000001,2017-05-18,2017-06-02,Delivery Place-78,NA,Supplier-447,NA,2017
Ship-12,356817609302,601.042.188,Screw,20,227.20000000000002,2017-05-18,2017-06-02,Delivery Place-78,NA,Supplier-447,NA,2017
Ship-12,356817609302,601.042.186,Distributor Block,2,14938.4,2017-05-18,2017-06-02,Delivery Place-78,2017-07-28,Supplier-447,NA,2017
Ship-12,356817609302,601.004.003,Locking Wire,2,9144.800000000001,2017-05-18,2017-06-02,Delivery Place-78,NA,Supplier-447,NA,2017
Ship-10,356517610801,601.026.041,"O-ring, Viton",30,227.20000000000002,2017-05-22,2017-06-09,Delivery Place-105,2017-07-19,Supplier-447,NA,2017
Ship-10,356517610801,601.002.139,Guide ring,10,4203.2,2017-05-22,2017-06-09,Delivery Place-105,2017-07-19,Supplier-447,NA,2017
Ship-10,356517610801,601.026.034,Sealing ring,20,1022.4,2017-05-22,2017-06-09,Delivery Place-105,2017-07-19,Supplier-447,NA,2017
Ship-10,356517610801,601.002.168,Piston ring,5,3464.7999999999997,2017-05-22,2017-06-09,Delivery Place-105,2017-07-19,Supplier-447,NA,2017
Ship-10,356517610801,601.026.035,"Pressure spring, right-h.",8,1249.6000000000001,2017-05-22,2017-06-09,Delivery Place-105,2017-07-19,Supplier-447,NA,2017
Ship-10,356517610801,601.026.037,Sealing ring,50,1817.6000000000001,2017-05-22,2017-06-09,Delivery Place-105,2017-07-19,Supplier-447,NA,2017
Ship-10,356517610801,601.026.040,Air piston,2,11644,2017-05-22,2017-06-09,Delivery Place-105,2017-07-19,Supplier-447,NA,2017
Ship-10,356517610801,601.026.047,Spindle f. suction valve,2,8747.2,2017-05-22,2017-06-09,Delivery Place-105,2017-07-19,Supplier-447,NA,2017
Ship-10,356517610801,601.026.043,"O-ring, Viton",20,227.20000000000002,2017-05-22,2017-06-09,Delivery Place-105,2017-07-19,Supplier-447,NA,2017
Ship-10,356517610801,601.026.033,"O-ring, Viton",20,306.72,2017-05-22,2017-06-09,Delivery Place-105,2017-07-19,Supplier-447,NA,2017
