week,material_id,supplier_id,supplier_desc,moq,inventory_ini,reqs
14,M51345545,S372717,Ardagh DE,400000,113400,0
15,M51345545,S372717,Ardagh DE,400000,113400,0
16,M51345545,S372717,Ardagh DE,400000,113400,0
17,M51345545,S372717,Ardagh DE,400000,113400,0
18,M51345545,S372717,Ardagh DE,400000,113400,0
19,M51345545,S372717,Ardagh DE,400000,113400,0
20,M51345545,S372717,Ardagh DE,400000,113400,0
21,M51345545,S372717,Ardagh DE,400000,113400,0
22,M51345545,S372717,Ardagh DE,400000,113400,0
23,M51345545,S372717,Ardagh DE,400000,113400,0
24,M51345545,S372717,Ardagh DE,400000,113400,0
25,M51345545,S372717,Ardagh DE,400000,113400,0
26,M51345545,S372717,Ardagh DE,400000,113400,0
27,M51345545,S372717,Ardagh DE,400000,113400,0
28,M51345545,S372717,Ardagh DE,400000,113400,0
29,M51345545,S372717,Ardagh DE,400000,113400,0
30,M51345545,S372717,Ardagh DE,400000,113400,0
31,M51345545,S372717,Ardagh DE,400000,113400,0
32,M51345545,S372717,Ardagh DE,400000,113400,0
33,M51345545,S372717,Ardagh DE,400000,113400,0
34,M51345545,S372717,Ardagh DE,400000,113400,0
35,M51345545,S372717,Ardagh DE,400000,113400,0
36,M51345545,S372717,Ardagh DE,400000,113400,0
37,M51345545,S372717,Ardagh DE,400000,113400,0
8,M51355711,S372717,Ardagh DE,400000,392832,399600
9,M51355711,S372717,Ardagh DE,400000,392832,0
10,M51355711,S372717,Ardagh DE,400000,392832,0
11,M51355711,S372717,Ardagh DE,400000,392832,0
12,M51355711,S372717,Ardagh DE,400000,392832,0
13,M51355711,S372717,Ardagh DE,400000,392832,0
14,M51355711,S372717,Ardagh DE,400000,392832,0
15,M51355711,S372717,Ardagh DE,400000,392832,800000
16,M51355711,S372717,Ardagh DE,400000,392832,0
17,M51355711,S372717,Ardagh DE,400000,392832,0
18,M51355711,S372717,Ardagh DE,400000,392832,0
19,M51355711,S372717,Ardagh DE,400000,392832,0
20,M51355711,S372717,Ardagh DE,400000,392832,0
21,M51355711,S372717,Ardagh DE,400000,392832,0
22,M51355711,S372717,Ardagh DE,400000,392832,0
23,M51355711,S372717,Ardagh DE,400000,392832,0
24,M51355711,S372717,Ardagh DE,400000,392832,0
25,M51355711,S372717,Ardagh DE,400000,392832,0
26,M51355711,S372717,Ardagh DE,400000,392832,1200000
27,M51355711,S372717,Ardagh DE,400000,392832,0
28,M51355711,S372717,Ardagh DE,400000,392832,0
29,M51355711,S372717,Ardagh DE,400000,392832,0
30,M51355711,S372717,Ardagh DE,400000,392832,0
31,M51355711,S372717,Ardagh DE,400000,392832,0
32,M51355711,S372717,Ardagh DE,400000,392832,0
33,M51355711,S372717,Ardagh DE,400000,392832,0
34,M51355711,S372717,Ardagh DE,400000,392832,0
35,M51355711,S372717,Ardagh DE,400000,392832,0
36,M51355711,S372717,Ardagh DE,400000,392832,0
37,M51355711,S372717,Ardagh DE,400000,392832,0
8,M51136084,S3010406,Benepack,500000,30935800.759999998,0
9,M51136084,S3010406,Benepack,500000,30935800.759999998,0
10,M51136084,S3010406,Benepack,500000,30935800.759999998,0
11,M51136084,S3010406,Benepack,500000,30935800.759999998,0
12,M51136084,S3010406,Benepack,500000,30935800.759999998,0
13,M51136084,S3010406,Benepack,500000,30935800.759999998,0
14,M51136084,S3010406,Benepack,500000,30935800.759999998,0
15,M51136084,S3010406,Benepack,500000,30935800.759999998,0
16,M51136084,S3010406,Benepack,500000,30935800.759999998,0
17,M51136084,S3010406,Benepack,500000,30935800.759999998,0
18,M51136084,S3010406,Benepack,500000,30935800.759999998,0
19,M51136084,S3010406,Benepack,500000,30935800.759999998,0
20,M51136084,S3010406,Benepack,500000,30935800.759999998,0
21,M51136084,S3010406,Benepack,500000,30935800.759999998,0
22,M51136084,S3010406,Benepack,500000,30935800.759999998,0
23,M51136084,S3010406,Benepack,500000,30935800.759999998,0
24,M51136084,S3010406,Benepack,500000,30935800.759999998,0
25,M51136084,S3010406,Benepack,500000,30935800.759999998,0
26,M51136084,S3010406,Benepack,500000,30935800.759999998,0
27,M51136084,S3010406,Benepack,500000,30935800.759999998,0
28,M51136084,S3010406,Benepack,500000,30935800.759999998,0
29,M51136084,S3010406,Benepack,500000,30935800.759999998,0
30,M51136084,S3010406,Benepack,500000,30935800.759999998,0
31,M51136084,S3010406,Benepack,500000,30935800.759999998,0
32,M51136084,S3010406,Benepack,500000,30935800.759999998,0
33,M51136084,S3010406,Benepack,500000,30935800.759999998,0
34,M51136084,S3010406,Benepack,500000,30935800.759999998,0
35,M51136084,S3010406,Benepack,500000,30935800.759999998,0
36,M51136084,S3010406,Benepack,500000,30935800.759999998,0
37,M51136084,S3010406,Benepack,500000,30935800.759999998,0
8,M51360931,S3010406,Benepack,500000,63360,0
9,M51360931,S3010406,Benepack,500000,63360,0
10,M51360931,S3010406,Benepack,500000,63360,0
11,M51360931,S3010406,Benepack,500000,63360,0
12,M51360931,S3010406,Benepack,500000,63360,0
13,M51360931,S3010406,Benepack,500000,63360,0
14,M51360931,S3010406,Benepack,500000,63360,0
15,M51360931,S3010406,Benepack,500000,63360,0
16,M51360931,S3010406,Benepack,500000,63360,0
17,M51360931,S3010406,Benepack,500000,63360,0
18,M51360931,S3010406,Benepack,500000,63360,0
19,M51360931,S3010406,Benepack,500000,63360,0
20,M51360931,S3010406,Benepack,500000,63360,0
21,M51360931,S3010406,Benepack,500000,63360,0
22,M51360931,S3010406,Benepack,500000,63360,0
23,M51360931,S3010406,Benepack,500000,63360,0
24,M51360931,S3010406,Benepack,500000,63360,250000
25,M51360931,S3010406,Benepack,500000,63360,0
26,M51360931,S3010406,Benepack,500000,63360,0
27,M51360931,S3010406,Benepack,500000,63360,0
28,M51360931,S3010406,Benepack,500000,63360,0
29,M51360931,S3010406,Benepack,500000,63360,0
30,M51360931,S3010406,Benepack,500000,63360,0
31,M51360931,S3010406,Benepack,500000,63360,0
32,M51360931,S3010406,Benepack,500000,63360,0
33,M51360931,S3010406,Benepack,500000,63360,0
34,M51360931,S3010406,Benepack,500000,63360,0
35,M51360931,S3010406,Benepack,500000,63360,0
36,M51360931,S3010406,Benepack,500000,63360,0
37,M51360931,S3010406,Benepack,500000,63360,0
8,M51337620,S314951,HI-CONE,1001,414000,0
9,M51337620,S314951,HI-CONE,1001,414000,0
10,M51337620,S314951,HI-CONE,1001,414000,0
11,M51337620,S314951,HI-CONE,1001,414000,0
12,M51337620,S314951,HI-CONE,1001,414000,0
13,M51337620,S314951,HI-CONE,1001,414000,0
14,M51337620,S314951,HI-CONE,1001,414000,0
15,M51337620,S314951,HI-CONE,1001,414000,0
16,M51337620,S314951,HI-CONE,1001,414000,0
17,M51337620,S314951,HI-CONE,1001,414000,0
18,M51337620,S314951,HI-CONE,1001,414000,0
19,M51337620,S314951,HI-CONE,1001,414000,0
20,M51337620,S314951,HI-CONE,1001,414000,0
21,M51337620,S314951,HI-CONE,1001,414000,0
22,M51337620,S314951,HI-CONE,1001,414000,0
23,M51337620,S314951,HI-CONE,1001,414000,0
24,M51337620,S314951,HI-CONE,1001,414000,0
25,M51337620,S314951,HI-CONE,1001,414000,0
26,M51337620,S314951,HI-CONE,1001,414000,0
27,M51337620,S314951,HI-CONE,1001,414000,0
28,M51337620,S314951,HI-CONE,1001,414000,0
29,M51337620,S314951,HI-CONE,1001,414000,0
30,M51337620,S314951,HI-CONE,1001,414000,0
31,M51337620,S314951,HI-CONE,1001,414000,0
32,M51337620,S314951,HI-CONE,1001,414000,0
33,M51337620,S314951,HI-CONE,1001,414000,0
34,M51337620,S314951,HI-CONE,1001,414000,0
35,M51337620,S314951,HI-CONE,1001,414000,0
36,M51337620,S314951,HI-CONE,1001,414000,0
37,M51337620,S314951,HI-CONE,1001,414000,0
8,M51363057,S372717,Ardagh DE,400000,1252080,0
9,M51363057,S372717,Ardagh DE,400000,1252080,0
10,M51363057,S372717,Ardagh DE,400000,1252080,0
11,M51363057,S372717,Ardagh DE,400000,1252080,0
12,M51363057,S372717,Ardagh DE,400000,1252080,0
13,M51363057,S372717,Ardagh DE,400000,1252080,0
14,M51363057,S372717,Ardagh DE,400000,1252080,0
15,M51363057,S372717,Ardagh DE,400000,1252080,0
16,M51363057,S372717,Ardagh DE,400000,1252080,0
17,M51363057,S372717,Ardagh DE,400000,1252080,0
18,M51363057,S372717,Ardagh DE,400000,1252080,0
19,M51363057,S372717,Ardagh DE,400000,1252080,0
20,M51363057,S372717,Ardagh DE,400000,1252080,0
21,M51363057,S372717,Ardagh DE,400000,1252080,0
22,M51363057,S372717,Ardagh DE,400000,1252080,0
23,M51363057,S372717,Ardagh DE,400000,1252080,0
24,M51363057,S372717,Ardagh DE,400000,1252080,0
25,M51363057,S372717,Ardagh DE,400000,1252080,0
26,M51363057,S372717,Ardagh DE,400000,1252080,0
27,M51363057,S372717,Ardagh DE,400000,1252080,0
28,M51363057,S372717,Ardagh DE,400000,1252080,0
29,M51363057,S372717,Ardagh DE,400000,1252080,0
30,M51363057,S372717,Ardagh DE,400000,1252080,0
31,M51363057,S372717,Ardagh DE,400000,1252080,0
32,M51363057,S372717,Ardagh DE,400000,1252080,0
33,M51363057,S372717,Ardagh DE,400000,1252080,0
34,M51363057,S372717,Ardagh DE,400000,1252080,0
35,M51363057,S372717,Ardagh DE,400000,1252080,0
36,M51363057,S372717,Ardagh DE,400000,1252080,0
37,M51363057,S372717,Ardagh DE,400000,1252080,0
8,M51361550,S369645,Ardagh BNL,400000,6224,0
9,M51361550,S369645,Ardagh BNL,400000,6224,0
10,M51361550,S369645,Ardagh BNL,400000,6224,0
11,M51361550,S369645,Ardagh BNL,400000,6224,0
12,M51361550,S369645,Ardagh BNL,400000,6224,0
13,M51361550,S369645,Ardagh BNL,400000,6224,0
14,M51361550,S369645,Ardagh BNL,400000,6224,0
15,M51361550,S369645,Ardagh BNL,400000,6224,0
16,M51361550,S369645,Ardagh BNL,400000,6224,0
17,M51361550,S369645,Ardagh BNL,400000,6224,0
18,M51361550,S369645,Ardagh BNL,400000,6224,0
19,M51361550,S369645,Ardagh BNL,400000,6224,0
20,M51361550,S369645,Ardagh BNL,400000,6224,0
21,M51361550,S369645,Ardagh BNL,400000,6224,0
22,M51361550,S369645,Ardagh BNL,400000,6224,0
23,M51361550,S369645,Ardagh BNL,400000,6224,0
24,M51361550,S369645,Ardagh BNL,400000,6224,0
25,M51361550,S369645,Ardagh BNL,400000,6224,0
26,M51361550,S369645,Ardagh BNL,400000,6224,0
27,M51361550,S369645,Ardagh BNL,400000,6224,0
28,M51361550,S369645,Ardagh BNL,400000,6224,0
29,M51361550,S369645,Ardagh BNL,400000,6224,0
30,M51361550,S369645,Ardagh BNL,400000,6224,0
31,M51361550,S369645,Ardagh BNL,400000,6224,0
32,M51361550,S369645,Ardagh BNL,400000,6224,0
33,M51361550,S369645,Ardagh BNL,400000,6224,0
34,M51361550,S369645,Ardagh BNL,400000,6224,0
35,M51361550,S369645,Ardagh BNL,400000,6224,0
36,M51361550,S369645,Ardagh BNL,400000,6224,0
37,M51361550,S369645,Ardagh BNL,400000,6224,0
8,M51364428,S337463,ASPLA,125000,4050,0
9,M51364428,S337463,ASPLA,125000,4050,0
10,M51364428,S337463,ASPLA,125000,4050,0
11,M51364428,S337463,ASPLA,125000,4050,0
12,M51364428,S337463,ASPLA,125000,4050,0
13,M51364428,S337463,ASPLA,125000,4050,125000
14,M51364428,S337463,ASPLA,125000,4050,0
15,M51364428,S337463,ASPLA,125000,4050,0
16,M51364428,S337463,ASPLA,125000,4050,0
17,M51364428,S337463,ASPLA,125000,4050,0
18,M51364428,S337463,ASPLA,125000,4050,0
19,M51364428,S337463,ASPLA,125000,4050,0
20,M51364428,S337463,ASPLA,125000,4050,0
21,M51364428,S337463,ASPLA,125000,4050,0
22,M51364428,S337463,ASPLA,125000,4050,0
23,M51364428,S337463,ASPLA,125000,4050,0
24,M51364428,S337463,ASPLA,125000,4050,0
25,M51364428,S337463,ASPLA,125000,4050,0
26,M51364428,S337463,ASPLA,125000,4050,0
27,M51364428,S337463,ASPLA,125000,4050,0
28,M51364428,S337463,ASPLA,125000,4050,62500
29,M51364428,S337463,ASPLA,125000,4050,0
30,M51364428,S337463,ASPLA,125000,4050,0
31,M51364428,S337463,ASPLA,125000,4050,0
32,M51364428,S337463,ASPLA,125000,4050,0
33,M51364428,S337463,ASPLA,125000,4050,0
34,M51364428,S337463,ASPLA,125000,4050,62500
35,M51364428,S337463,ASPLA,125000,4050,0
36,M51364428,S337463,ASPLA,125000,4050,0
37,M51364428,S337463,ASPLA,125000,4050,0
8,M51366213,S337463,ASPLA,164000,60800,0
9,M51366213,S337463,ASPLA,164000,60800,0
10,M51366213,S337463,ASPLA,164000,60800,0
11,M51366213,S337463,ASPLA,164000,60800,0
12,M51366213,S337463,ASPLA,164000,60800,0
13,M51366213,S337463,ASPLA,164000,60800,82000
14,M51366213,S337463,ASPLA,164000,60800,0
15,M51366213,S337463,ASPLA,164000,60800,0
16,M51366213,S337463,ASPLA,164000,60800,0
17,M51366213,S337463,ASPLA,164000,60800,0
18,M51366213,S337463,ASPLA,164000,60800,0
19,M51366213,S337463,ASPLA,164000,60800,0
20,M51366213,S337463,ASPLA,164000,60800,0
21,M51366213,S337463,ASPLA,164000,60800,0
22,M51366213,S337463,ASPLA,164000,60800,0
23,M51366213,S337463,ASPLA,164000,60800,0
24,M51366213,S337463,ASPLA,164000,60800,0
25,M51366213,S337463,ASPLA,164000,60800,0
26,M51366213,S337463,ASPLA,164000,60800,0
27,M51366213,S337463,ASPLA,164000,60800,0
28,M51366213,S337463,ASPLA,164000,60800,0
29,M51366213,S337463,ASPLA,164000,60800,0
30,M51366213,S337463,ASPLA,164000,60800,0
31,M51366213,S337463,ASPLA,164000,60800,0
32,M51366213,S337463,ASPLA,164000,60800,0
33,M51366213,S337463,ASPLA,164000,60800,0
34,M51366213,S337463,ASPLA,164000,60800,164000
35,M51366213,S337463,ASPLA,164000,60800,0
36,M51366213,S337463,ASPLA,164000,60800,0
37,M51366213,S337463,ASPLA,164000,60800,0
8,M51362427,S3010406,Benepack,500000,240099,0
9,M51362427,S3010406,Benepack,500000,240099,0
10,M51362427,S3010406,Benepack,500000,240099,0
11,M51362427,S3010406,Benepack,500000,240099,0
12,M51362427,S3010406,Benepack,500000,240099,0
13,M51362427,S3010406,Benepack,500000,240099,0
14,M51362427,S3010406,Benepack,500000,240099,0
15,M51362427,S3010406,Benepack,500000,240099,0
16,M51362427,S3010406,Benepack,500000,240099,0
17,M51362427,S3010406,Benepack,500000,240099,0
18,M51362427,S3010406,Benepack,500000,240099,0
19,M51362427,S3010406,Benepack,500000,240099,0
20,M51362427,S3010406,Benepack,500000,240099,0
21,M51362427,S3010406,Benepack,500000,240099,0
22,M51362427,S3010406,Benepack,500000,240099,0
23,M51362427,S3010406,Benepack,500000,240099,0
24,M51362427,S3010406,Benepack,500000,240099,0
25,M51362427,S3010406,Benepack,500000,240099,0
26,M51362427,S3010406,Benepack,500000,240099,0
27,M51362427,S3010406,Benepack,500000,240099,0
28,M51362427,S3010406,Benepack,500000,240099,0
29,M51362427,S3010406,Benepack,500000,240099,0
30,M51362427,S3010406,Benepack,500000,240099,0
31,M51362427,S3010406,Benepack,500000,240099,0
32,M51362427,S3010406,Benepack,500000,240099,0
33,M51362427,S3010406,Benepack,500000,240099,0
34,M51362427,S3010406,Benepack,500000,240099,0
35,M51362427,S3010406,Benepack,500000,240099,0
36,M51362427,S3010406,Benepack,500000,240099,0
37,M51362427,S3010406,Benepack,500000,240099,0
8,M51366975,S369645,Ardagh BNL,400000,389000,0
9,M51366975,S369645,Ardagh BNL,400000,389000,0
10,M51366975,S369645,Ardagh BNL,400000,389000,0
11,M51366975,S369645,Ardagh BNL,400000,389000,0
12,M51366975,S369645,Ardagh BNL,400000,389000,0
13,M51366975,S369645,Ardagh BNL,400000,389000,0
14,M51366975,S369645,Ardagh BNL,400000,389000,0
15,M51366975,S369645,Ardagh BNL,400000,389000,0
16,M51366975,S369645,Ardagh BNL,400000,389000,0
17,M51366975,S369645,Ardagh BNL,400000,389000,0
18,M51366975,S369645,Ardagh BNL,400000,389000,0
19,M51366975,S369645,Ardagh BNL,400000,389000,0
20,M51366975,S369645,Ardagh BNL,400000,389000,0
21,M51366975,S369645,Ardagh BNL,400000,389000,0
22,M51366975,S369645,Ardagh BNL,400000,389000,0
23,M51366975,S369645,Ardagh BNL,400000,389000,0
24,M51366975,S369645,Ardagh BNL,400000,389000,0
25,M51366975,S369645,Ardagh BNL,400000,389000,0
26,M51366975,S369645,Ardagh BNL,400000,389000,0
27,M51366975,S369645,Ardagh BNL,400000,389000,0
28,M51366975,S369645,Ardagh BNL,400000,389000,0
29,M51366975,S369645,Ardagh BNL,400000,389000,0
30,M51366975,S369645,Ardagh BNL,400000,389000,0
31,M51366975,S369645,Ardagh BNL,400000,389000,0
32,M51366975,S369645,Ardagh BNL,400000,389000,0
33,M51366975,S369645,Ardagh BNL,400000,389000,0
34,M51366975,S369645,Ardagh BNL,400000,389000,0
35,M51366975,S369645,Ardagh BNL,400000,389000,0
36,M51366975,S369645,Ardagh BNL,400000,389000,0
37,M51366975,S369645,Ardagh BNL,400000,389000,0
8,M51366976,S337463,ASPLA,201000,97972,0
9,M51366976,S337463,ASPLA,201000,97972,0
10,M51366976,S337463,ASPLA,201000,97972,0
11,M51366976,S337463,ASPLA,201000,97972,0
12,M51366976,S337463,ASPLA,201000,97972,0
13,M51366976,S337463,ASPLA,201000,97972,0
14,M51366976,S337463,ASPLA,201000,97972,0
15,M51366976,S337463,ASPLA,201000,97972,0
16,M51366976,S337463,ASPLA,201000,97972,0
17,M51366976,S337463,ASPLA,201000,97972,0
18,M51366976,S337463,ASPLA,201000,97972,0
19,M51366976,S337463,ASPLA,201000,97972,0
20,M51366976,S337463,ASPLA,201000,97972,0
21,M51366976,S337463,ASPLA,201000,97972,0
22,M51366976,S337463,ASPLA,201000,97972,0
23,M51366976,S337463,ASPLA,201000,97972,0
24,M51366976,S337463,ASPLA,201000,97972,0
25,M51366976,S337463,ASPLA,201000,97972,0
26,M51366976,S337463,ASPLA,201000,97972,0
27,M51366976,S337463,ASPLA,201000,97972,0
28,M51366976,S337463,ASPLA,201000,97972,0
29,M51366976,S337463,ASPLA,201000,97972,0
30,M51366976,S337463,ASPLA,201000,97972,0
31,M51366976,S337463,ASPLA,201000,97972,0
32,M51366976,S337463,ASPLA,201000,97972,0
33,M51366976,S337463,ASPLA,201000,97972,0
34,M51366976,S337463,ASPLA,201000,97972,0
35,M51366976,S337463,ASPLA,201000,97972,0
36,M51366976,S337463,ASPLA,201000,97972,0
37,M51366976,S337463,ASPLA,201000,97972,0
8,M51333830,S369645,Ardagh BNL,400000,51348,0
9,M51333830,S369645,Ardagh BNL,400000,51348,0
10,M51333830,S369645,Ardagh BNL,400000,51348,0
11,M51333830,S369645,Ardagh BNL,400000,51348,0
12,M51333830,S369645,Ardagh BNL,400000,51348,0
13,M51333830,S369645,Ardagh BNL,400000,51348,0
14,M51333830,S369645,Ardagh BNL,400000,51348,0
15,M51333830,S369645,Ardagh BNL,400000,51348,0
16,M51333830,S369645,Ardagh BNL,400000,51348,0
17,M51333830,S369645,Ardagh BNL,400000,51348,0
18,M51333830,S369645,Ardagh BNL,400000,51348,0
19,M51333830,S369645,Ardagh BNL,400000,51348,0
20,M51333830,S369645,Ardagh BNL,400000,51348,0
21,M51333830,S369645,Ardagh BNL,400000,51348,200000
22,M51333830,S369645,Ardagh BNL,400000,51348,0
23,M51333830,S369645,Ardagh BNL,400000,51348,0
24,M51333830,S369645,Ardagh BNL,400000,51348,0
25,M51333830,S369645,Ardagh BNL,400000,51348,0
26,M51333830,S369645,Ardagh BNL,400000,51348,0
27,M51333830,S369645,Ardagh BNL,400000,51348,0
28,M51333830,S369645,Ardagh BNL,400000,51348,0
29,M51333830,S369645,Ardagh BNL,400000,51348,0
30,M51333830,S369645,Ardagh BNL,400000,51348,0
31,M51333830,S369645,Ardagh BNL,400000,51348,0
32,M51333830,S369645,Ardagh BNL,400000,51348,0
33,M51333830,S369645,Ardagh BNL,400000,51348,0
34,M51333830,S369645,Ardagh BNL,400000,51348,0
35,M51333830,S369645,Ardagh BNL,400000,51348,0
36,M51333830,S369645,Ardagh BNL,400000,51348,0
37,M51333830,S369645,Ardagh BNL,400000,51348,0
8,M51371333,S3010406,Benepack,500000,1172057,0
9,M51371333,S3010406,Benepack,500000,1172057,0
10,M51371333,S3010406,Benepack,500000,1172057,0
11,M51371333,S3010406,Benepack,500000,1172057,0
12,M51371333,S3010406,Benepack,500000,1172057,0
13,M51371333,S3010406,Benepack,500000,1172057,0
14,M51371333,S3010406,Benepack,500000,1172057,0
15,M51371333,S3010406,Benepack,500000,1172057,0
16,M51371333,S3010406,Benepack,500000,1172057,0
17,M51371333,S3010406,Benepack,500000,1172057,500000
18,M51371333,S3010406,Benepack,500000,1172057,0
19,M51371333,S3010406,Benepack,500000,1172057,0
20,M51371333,S3010406,Benepack,500000,1172057,0
21,M51371333,S3010406,Benepack,500000,1172057,0
22,M51371333,S3010406,Benepack,500000,1172057,0
23,M51371333,S3010406,Benepack,500000,1172057,500000
24,M51371333,S3010406,Benepack,500000,1172057,0
25,M51371333,S3010406,Benepack,500000,1172057,0
26,M51371333,S3010406,Benepack,500000,1172057,0
27,M51371333,S3010406,Benepack,500000,1172057,0
28,M51371333,S3010406,Benepack,500000,1172057,250000
29,M51371333,S3010406,Benepack,500000,1172057,0
30,M51371333,S3010406,Benepack,500000,1172057,0
31,M51371333,S3010406,Benepack,500000,1172057,0
32,M51371333,S3010406,Benepack,500000,1172057,500000
33,M51371333,S3010406,Benepack,500000,1172057,0
34,M51371333,S3010406,Benepack,500000,1172057,250000
35,M51371333,S3010406,Benepack,500000,1172057,0
36,M51371333,S3010406,Benepack,500000,1172057,0
37,M51371333,S3010406,Benepack,500000,1172057,0
8,M51344118,S369645,Ardagh BNL,400000,7002,0
9,M51344118,S369645,Ardagh BNL,400000,7002,0
10,M51344118,S369645,Ardagh BNL,400000,7002,400000
11,M51344118,S369645,Ardagh BNL,400000,7002,0
12,M51344118,S369645,Ardagh BNL,400000,7002,0
13,M51344118,S369645,Ardagh BNL,400000,7002,0
14,M51344118,S369645,Ardagh BNL,400000,7002,0
15,M51344118,S369645,Ardagh BNL,400000,7002,0
16,M51344118,S369645,Ardagh BNL,400000,7002,0
17,M51344118,S369645,Ardagh BNL,400000,7002,0
18,M51344118,S369645,Ardagh BNL,400000,7002,0
19,M51344118,S369645,Ardagh BNL,400000,7002,0
20,M51344118,S369645,Ardagh BNL,400000,7002,0
21,M51344118,S369645,Ardagh BNL,400000,7002,0
22,M51344118,S369645,Ardagh BNL,400000,7002,0
23,M51344118,S369645,Ardagh BNL,400000,7002,0
24,M51344118,S369645,Ardagh BNL,400000,7002,0
25,M51344118,S369645,Ardagh BNL,400000,7002,0
26,M51344118,S369645,Ardagh BNL,400000,7002,0
27,M51344118,S369645,Ardagh BNL,400000,7002,0
28,M51344118,S369645,Ardagh BNL,400000,7002,0
29,M51344118,S369645,Ardagh BNL,400000,7002,0
30,M51344118,S369645,Ardagh BNL,400000,7002,0
31,M51344118,S369645,Ardagh BNL,400000,7002,0
32,M51344118,S369645,Ardagh BNL,400000,7002,0
33,M51344118,S369645,Ardagh BNL,400000,7002,0
34,M51344118,S369645,Ardagh BNL,400000,7002,0
35,M51344118,S369645,Ardagh BNL,400000,7002,0
36,M51344118,S369645,Ardagh BNL,400000,7002,0
37,M51344118,S369645,Ardagh BNL,400000,7002,0
8,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
9,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
10,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
11,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
12,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
13,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
14,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
15,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
16,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
17,M51375371,S329057,CEISA PACKAGING,60000,1111622,1110000
18,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
19,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
20,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
21,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
22,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
23,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
24,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
25,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
26,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
27,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
28,M51375371,S329057,CEISA PACKAGING,60000,1111622,840000
29,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
30,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
31,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
32,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
33,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
34,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
35,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
36,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
37,M51375371,S329057,CEISA PACKAGING,60000,1111622,0
8,M51376930,S372717,Ardagh DE,400000,727345,0
9,M51376930,S372717,Ardagh DE,400000,727345,0
10,M51376930,S372717,Ardagh DE,400000,727345,0
11,M51376930,S372717,Ardagh DE,400000,727345,0
12,M51376930,S372717,Ardagh DE,400000,727345,0
13,M51376930,S372717,Ardagh DE,400000,727345,0
14,M51376930,S372717,Ardagh DE,400000,727345,0
15,M51376930,S372717,Ardagh DE,400000,727345,0
16,M51376930,S372717,Ardagh DE,400000,727345,0
17,M51376930,S372717,Ardagh DE,400000,727345,600000
18,M51376930,S372717,Ardagh DE,400000,727345,0
19,M51376930,S372717,Ardagh DE,400000,727345,0
20,M51376930,S372717,Ardagh DE,400000,727345,0
21,M51376930,S372717,Ardagh DE,400000,727345,0
22,M51376930,S372717,Ardagh DE,400000,727345,0
23,M51376930,S372717,Ardagh DE,400000,727345,0
24,M51376930,S372717,Ardagh DE,400000,727345,0
25,M51376930,S372717,Ardagh DE,400000,727345,600000
26,M51376930,S372717,Ardagh DE,400000,727345,0
27,M51376930,S372717,Ardagh DE,400000,727345,0
28,M51376930,S372717,Ardagh DE,400000,727345,0
29,M51376930,S372717,Ardagh DE,400000,727345,0
30,M51376930,S372717,Ardagh DE,400000,727345,0
31,M51376930,S372717,Ardagh DE,400000,727345,0
32,M51376930,S372717,Ardagh DE,400000,727345,0
33,M51376930,S372717,Ardagh DE,400000,727345,600000
34,M51376930,S372717,Ardagh DE,400000,727345,0
35,M51376930,S372717,Ardagh DE,400000,727345,0
36,M51376930,S372717,Ardagh DE,400000,727345,0
37,M51376930,S372717,Ardagh DE,400000,727345,0
8,M51379236,S369645,Ardagh BNL,400000,6141794,0
9,M51379236,S369645,Ardagh BNL,400000,6141794,0
10,M51379236,S369645,Ardagh BNL,400000,6141794,0
11,M51379236,S369645,Ardagh BNL,400000,6141794,0
12,M51379236,S369645,Ardagh BNL,400000,6141794,0
13,M51379236,S369645,Ardagh BNL,400000,6141794,0
14,M51379236,S369645,Ardagh BNL,400000,6141794,0
15,M51379236,S369645,Ardagh BNL,400000,6141794,0
16,M51379236,S369645,Ardagh BNL,400000,6141794,0
17,M51379236,S369645,Ardagh BNL,400000,6141794,0
18,M51379236,S369645,Ardagh BNL,400000,6141794,0
